STAFF_REGION,RN_REGION,LEAD_INVESTIGATOR,RN,INVEST_NUM,STATUS_DT,START_DT,END_DT,EQUIP_CATGRY,EQUIP_CAT_DESC,CHECKLIST_NAME,CL_CHK_ITM_COMMENT
REGION 04,R04DFW,GILOPEZ,RN106742315,1173298, 06/24/2014, 04/29/2014, 04/29/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN107105579,1173604, 06/24/2014, 04/29/2014, 04/29/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN107365520,1174133, 06/24/2014, 04/29/2014, 04/29/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106580756,1166794, 06/24/2014, 04/28/2014, 04/28/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106901291,1151421, 06/24/2014, 01/28/2014, 01/28/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RAJACKSO,RN106373210,1172785, 06/24/2014, 06/05/2014, 06/05/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,no emissions detected.
REGION 04,R04DFW,RPUGH,RN105210827,1132993, 06/24/2014, 09/25/2013, 09/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN105858369,1133000, 06/24/2014, 09/25/2013, 09/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN106045305,1133166, 06/24/2014, 09/25/2013, 09/25/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN106045305,1156181, 06/24/2014, 01/30/2014, 01/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN106187107,1171241, 06/24/2014, 05/01/2014, 05/01/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R04DFW,AHOUSTON,RN105198741,1173592, 06/23/2014, 04/30/2014, 04/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,ATANADA,RN105858369,1165408, 06/23/2014, 04/30/2014, 04/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,normal operations
REGION 04,R04DFW,ATANADA,RN106045305,1166061, 06/23/2014, 05/01/2014, 05/01/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,"Lake Arlington Compressor Station: Video of Enardo valves
UTS Facility: no visible emissions"
REGION 04,R04DFW,ATANADA,RN106436504,1164904, 06/23/2014, 04/28/2014, 04/28/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,No visible emissions
REGION 04,R04DFW,MAVAUGHA,RN106045305,1166654, 06/23/2014, 05/09/2014, 05/09/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106937428,1144127, 06/23/2014, 01/10/2014, 01/10/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RAJACKSO,RN105811194,1171697, 06/23/2014, 05/14/2014, 05/14/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,no abnormal VE detected
REGION 04,R04DFW,RAJACKSO,RN106218746,1171695, 06/23/2014, 05/14/2014, 05/14/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,no VE
REGION 04,R04DFW,RAJACKSO,RN106353071,1172783, 06/23/2014, 06/05/2014, 06/05/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,no VE
REGION 04,R04DFW,RAJACKSO,RN106373244,1172782, 06/23/2014, 06/05/2014, 06/05/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,NO VE
REGION 04,R04DFW,RPUGH,RN107236861,1171301, 06/23/2014, 05/14/2014, 05/14/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,SASLACK,RN106449499,1133083, 06/23/2014, 09/19/2013, 09/19/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,SASLACK,RN106045305,1078625, 06/21/2014, 05/11/2012, 05/11/2012,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING,
CO,R01AMA,SUTHOMPS,RN100212687,1177438, 06/20/2014, 04/21/2014, 04/21/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R01AMA,SUTHOMPS,RN100218379,1177502, 06/20/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R01AMA,SUTHOMPS,RN100221688,1177539, 06/20/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R01AMA,SUTHOMPS,RN100227222,1177577, 06/20/2014, 04/23/2014, 04/23/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 01,R01AMA,RICSMITH,RN105609002,1172646, 06/20/2014, 04/29/2014, 04/29/2014,OGIC,OGIC#GAS FindIR,EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 08,R08SANG,CCLINE,RN106904873,1170349, 06/20/2014, 02/04/2014, 02/04/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Optical Gas Imaging Camera
REGION 08,R08SANG,CCLINE,RN107316556,1171038, 06/20/2014, 02/04/2014, 02/04/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Optical Gas Imaging Camera
REGION 12,R12HOUS,MDEDEKE,RN102325974,1152494, 06/19/2014, 04/21/2014, 04/23/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN105458202,1163693, 06/17/2014, 04/16/2014, 04/16/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 05,R05TYLR,WOSULLIV,RN100213370,1159095, 06/16/2014, 04/23/2014, 04/23/2014,OGIC,OGIC#GAS FindIR,IHW INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 14,R14CORP,SHOELSCH,RN100227156,1173856, 06/16/2014, 04/30/2014, 04/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,The OGIC was utilized as a screening tool for VOC.
REGION 04,R04DFW,RPUGH,RN105377519,1163696, 06/15/2014, 04/16/2014, 04/16/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,ATANADA,RN105685069,1163722, 06/13/2014, 04/16/2014, 04/16/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,No significant emissions
REGION 04,R04DFW,GILOPEZ,RN105858369,1171712, 06/13/2014, 04/16/2014, 04/16/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN105271761,1163689, 06/13/2014, 04/16/2014, 04/16/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RPUGH,RN107276354,1163701, 06/13/2014, 04/16/2014, 04/16/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,SASLACK,RN106520695,1046533, 06/13/2014, 09/19/2012, 09/19/2012,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,SASLACK,RN106543135,1150505, 06/13/2014, 09/19/2012, 09/19/2012,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,SASLACK,RN106543200,1150507, 06/13/2014, 09/19/2012, 09/19/2012,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,SASLACK,RN106543242,1150508, 06/13/2014, 09/19/2012, 09/19/2012,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 05,R05TYLR,LLOVE,RN107332751,1171513, 06/11/2014, 05/16/2014, 05/23/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Operator - Mark Adair
CO,R01AMA,SUTHOMPS,RN100211580,1173141, 06/10/2014, 04/11/2014, 04/11/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R01AMA,SUTHOMPS,RN100212414,1170638, 06/10/2014, 04/11/2014, 04/11/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106045305,1164176, 06/10/2014, 04/11/2014, 04/11/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,MAVAUGHA,RN106449499,1164181, 06/10/2014, 04/11/2014, 04/11/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN105449052,1165314, 06/10/2014, 05/01/2014, 05/01/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN100218411,1170427, 06/09/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN100218486,1170436, 06/09/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN100542224,1170440, 06/09/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN100649250,1170449, 06/09/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN100677731,1171066, 06/09/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN100909373,1170420, 06/09/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN102162625,1170467, 06/09/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN102662970,1171078, 06/09/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 08,R08SANG,CCLINE,RN107304065,1171042, 06/08/2014, 02/20/2014, 02/20/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Optical Gas Imaging Camera
REGION 08,R08SANG,CCLINE,RN107304727,1171041, 06/08/2014, 02/20/2014, 02/20/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Optical Gas Imaging Camera
REGION 13,R13SANT,AZAMORA,RN106173891,1171743, 06/07/2014, 04/09/2014, 05/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,AZAMORA,RN107129173,1171727, 06/07/2014, 04/09/2014, 05/29/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,RAJACKSO,RN105696512,1159782, 06/06/2014, 04/08/2014, 04/08/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,no VE detected.
REGION 04,R04DFW,RAJACKSO,RN106189186,1159789, 06/06/2014, 04/08/2014, 04/08/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,no abnormal VE
REGION 04,R04DFW,RAJACKSO,RN106189194,1159785, 06/06/2014, 04/08/2014, 04/08/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,normal VE
REGION 04,R04DFW,RAJACKSO,RN106477789,1159790, 06/06/2014, 04/08/2014, 04/08/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,normal VE
REGION 13,R13SANT,AZAMORA,RN106093610,1171715, 06/06/2014, 03/19/2014, 05/29/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,AZAMORA,RN106235633,1171717, 06/06/2014, 03/19/2014, 05/29/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,AZAMORA,RN106302136,1171720, 06/06/2014, 03/19/2014, 05/29/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,AZAMORA,RN106668031,1171700, 06/06/2014, 03/19/2014, 05/29/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,AZAMORA,RN106812431,1166816, 06/06/2014, 04/09/2014, 05/21/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,AZAMORA,RN107297129,1171757, 06/06/2014, 04/10/2014, 05/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,AZAMORA,RN107300121,1171813, 06/06/2014, 04/11/2014, 05/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,AZAMORA,RN107306722,1172316, 06/06/2014, 02/19/2014, 05/03/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,SZARUBA,RN106278799,1172296, 06/06/2014, 04/09/2014, 05/16/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Jose Ojeda and Stephanie Zaruba
REGION 13,R13SANT,SZARUBA,RN106616212,1172995, 06/06/2014, 06/04/2013, 06/06/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Stephanie Zaruba
CO,R13SANT,JSEILER,RN106391675,1164497, 06/04/2014, 04/11/2014, 06/02/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R13SANT,JSEILER,RN106397284,1164498, 06/04/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R13SANT,JSEILER,RN106270697,1164447, 06/03/2014, 04/23/2014, 05/02/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R13SANT,JSEILER,RN106928245,1164395, 06/03/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 04,R04DFW,GILOPEZ,RN106934607,1171713, 06/03/2014, 04/04/2014, 04/04/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,AZAMORA,RN106188188,1143702, 06/03/2014, 04/10/2014, 05/21/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,AZAMORA,RN106227804,1170479, 06/03/2014, 03/28/2014, 05/21/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,SZARUBA,RN106098916,1171945, 06/03/2014, 03/20/2014, 05/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Jose Ojeda and Stephanie Zaruba
REGION 13,R13SANT,SZARUBA,RN106439599,1172182, 06/03/2014, 04/07/2014, 06/02/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Jose Ojeda and Stephanie Zaruba
REGION 08,R08SANG,CCLINE,RN107296725,1171950, 06/02/2014, 02/20/2014, 02/20/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Optical Gas Imaging Camera
REGION 08,R08SANG,CCLINE,RN107297335,1171728, 06/02/2014, 02/20/2014, 02/20/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Optical Gas Imaging Camera
REGION 13,R13SANT,JOJEDA,RN106583180,1166991, 06/02/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN106689847,1166992, 06/02/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,SZARUBA,RN106062581,1171176, 06/02/2014, 03/20/2014, 05/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Stephanie Zaruba
REGION 13,R13SANT,SZARUBA,RN106106768,1171862, 06/02/2014, 03/20/2014, 05/29/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN107310120,1172116, 06/02/2014, 05/21/2014, 05/21/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R13SANT,JSEILER,RN106454382,1164650, 05/30/2014, 04/23/2014, 05/28/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R13SANT,JSEILER,RN106534548,1166380, 05/30/2014, 04/11/2014, 05/09/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R13SANT,JSEILER,RN106568884,1166657, 05/30/2014, 04/11/2014, 04/29/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 11,R12HOUS,GQUIROZ,RN100219351,1116245, 05/30/2014, 10/28/2013, 10/29/2013,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,AMESSICK,RN100211879,1152587, 05/30/2014, 04/15/2014, 04/24/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,GBLANK,RN100213107,1152722, 05/30/2014, 04/15/2014, 04/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN101041598,1170289, 05/30/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN101379287,1170413, 05/30/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TVASUT,RN105826440,1170410, 05/30/2014, 05/15/2014, 05/15/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN104051875,1165129, 05/30/2014, 04/30/2014, 04/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN106871601,1166395, 05/30/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,SZARUBA,RN106093453,1171465, 05/30/2014, 03/20/2014, 05/30/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Stephanie Zaruba
REGION 14,R14CORP,SHOELSCH,RN106225436,1167078, 05/30/2014, 03/26/2014, 03/31/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN106158397,1166726, 05/29/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN106195043,1166978, 05/29/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN106454499,1166983, 05/29/2014, 05/06/2014, 05/06/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN106472731,1166985, 05/29/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN106484355,1166986, 05/29/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN106511355,1166989, 05/29/2014, 04/22/2014, 04/22/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 16,R16LARE,ESOLIS,RN107144883,1171162, 05/29/2014, 05/21/2014, 05/21/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
CO,R13SANT,JSEILER,RN107252124,1166222, 05/28/2014, 04/11/2014, 05/13/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 08,R08SANG,CCLINE,RN107290074,1171216, 05/28/2014, 02/24/2014, 02/24/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Optical Gas Imaging Camera
REGION 12,R12HOUS,TBATSCHE,RN100214477,1170308, 05/28/2014, 04/14/2014, 04/14/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 12,R12HOUS,TBATSCHE,RN100867498,1170239, 05/28/2014, 04/14/2014, 04/14/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 13,R13SANT,JOJEDA,RN106426141,1166386, 05/28/2014, 05/06/2014, 05/06/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
REGION 08,R08SANG,CCLINE,RN106546369,1166896, 05/27/2014, 02/10/2014, 02/10/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Optical Gas Imaging Camera
REGION 08,R08SANG,CCLINE,RN107289977,1166891, 05/27/2014, 02/25/2014, 02/25/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,Optical Gas Imaging Camera
REGION 12,R12HOUS,TBATSCHE,RN100210483,1170256, 05/27/2014, 04/14/2014, 04/14/2014,OGIC,OGIC#GAS FindIR,AIR INVESTIGATION - EQUIPMENT MONITORING AND SAMPLING revised 06/2013,
